candidate_id,event_id,source_id,entry_time_utc,baseline_executed,causal_score,causal_rank,prior_source_executed_count,prior_health_window_count,prior_executed_profit_factor,would_veto,broker_outcome_resolved,broker_exit_time_utc,broker_pnl_usd,evidence_status,broker_execution,broker_exit_fills,execution_source_id,direction,scheduled_entry_time_utc,feature_bar_time_utc,atr_ratio,rv_1h,rv_24h,slope_atr,ret_1h,ret_4h,ret_24h,dist_hi_24h,dist_lo_24h,rank,challenger_pnl_usd
57fd8f91589b5c0c118bbf3e,57fd8f91589b5c0c118bbf3e,R4_CHOP,2026-08-04T11:45:00Z,True,10.50508623767836,1.0,46,20,,False,True,2026-08-04T14:34:56.630000Z,6.398910823689585,INCOMPLETE_EXECUTED_HEALTH,"{'ticket': 5092168, 'broker_entry_time_utc': '2026-08-04T11:47:13.661000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4071.0, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4691900, 'exit_time_utc': '2026-08-04T14:34:56.630000Z', 'volume_lots': 0.01, 'exit_price': 4077.4, 'pnl_usd': 6.398910823689585}]",,,,,,,,,,,,,,1.0,6.398910823689585
017351ebb25effbf2bf83979,20260806T081500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-06T08:15:00Z,True,0.7770942885519649,0.5233589591957422,53,20,0.8067850233045881,False,True,2026-08-06T11:45:54.596000Z,-11.433628318584072,RETAIN,"{'ticket': 5160738, 'broker_entry_time_utc': '2026-08-06T08:16:25.420000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4269.51, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4742630, 'exit_time_utc': '2026-08-06T11:45:54.596000Z', 'volume_lots': 0.01, 'exit_price': 4258.08, 'pnl_usd': -11.433628318584072}]",V57_BREAK_SWING_H4ADX_HIGH,LONG,2026-08-06T08:15:00Z,2026-08-06T08:15:00Z,1.3163682973723638,0.5173369829831957,0.7387919668731788,26.110103811363054,1.0637723307020392,1.03946821769828,19.190901537183063,6.582675529705005,22.208350643955026,0.5233589591957422,-11.433628318584072
3cecc5a1a6bf9480e1faedfc,20260806T125500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2026-08-06T12:55:00Z,True,0.6682509411366542,0.4899527186761229,54,20,0.8807074939077467,False,True,2026-08-06T13:21:00.750000Z,6.208304969366917,RETAIN,"{'ticket': 5167285, 'broker_entry_time_utc': '2026-08-06T12:55:43.897000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4253.52, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4745020, 'exit_time_utc': '2026-08-06T13:21:00.750000Z', 'volume_lots': 0.01, 'exit_price': 4247.31, 'pnl_usd': 6.208304969366917}]",V57_BREAK_SWING_H4ADX_HIGH,SHORT,2026-08-06T12:55:00Z,2026-08-06T12:55:00Z,1.289042175464165,0.961619139848668,0.7742037009436427,22.65385789120595,-1.0659233742670275,-4.545793999316353,11.734623576743983,10.051487023061377,12.844092666123078,0.4899527186761229,6.208304969366917
0cf6e4dae119625927ba711d,20260807T002000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2026-08-07T00:20:00Z,True,1.0075596801512836,0.574719432959244,55,20,0.92985643807645,False,True,2026-08-07T01:00:26.454000Z,3.21851599727706,RETAIN,"{'ticket': 5183337, 'broker_entry_time_utc': '2026-08-07T00:20:42.333000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4242.77, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4758310, 'exit_time_utc': '2026-08-07T01:00:26.454000Z', 'volume_lots': 0.01, 'exit_price': 4239.55, 'pnl_usd': 3.2185159972770596}]",V57_BREAK_SWING_H4ADX_HIGH,SHORT,2026-08-07T00:20:00Z,2026-08-07T00:20:00Z,1.2197938965500024,0.418900984605289,0.7721638277670276,4.26153482631419,-0.6836992898538498,-0.6308056485185409,-3.373438902946763,12.11852093706635,3.696677822218589,0.574719432959244,3.21851599727706
2f78518e98f03ba1271bddec,20260807T014500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-07T01:45:00Z,True,0.9874995562042088,0.5714285714285714,56,20,0.8977148544295762,False,True,2026-08-07T06:04:35.586000Z,25.26072157930565,RETAIN,"{'ticket': 5185151, 'broker_entry_time_utc': '2026-08-07T01:45:19.505000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4256.08, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4761442, 'exit_time_utc': '2026-08-07T06:04:35.586000Z', 'volume_lots': 0.01, 'exit_price': 4281.35, 'pnl_usd': 25.26072157930565}]",V57_BREAK_SWING_H4ADX_HIGH,LONG,2026-08-07T01:45:00Z,2026-08-07T01:45:00Z,1.2376955045318203,0.7620747113327577,0.728969854790001,1.917606984880146,4.204590058877711,4.085392718388286,-5.734930107742224,9.132054311691462,6.38859294268428,0.5714285714285714,25.26072157930565
9ddf47d50ce38426306515a5,20260810T000000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2026-08-10T00:00:00Z,True,-1.267384018740802,0.1050147492625368,57,20,0.6902692133275707,False,True,2026-08-10T01:21:07.860000Z,17.56569094622192,RETAIN,"{'ticket': 5213462, 'broker_entry_time_utc': '2026-08-10T00:03:12.994000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4339.3, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4786301, 'exit_time_utc': '2026-08-10T01:21:07.860000Z', 'volume_lots': 0.01, 'exit_price': 4321.73, 'pnl_usd': 17.56569094622192}]",V57_BREAK_SWING_H4ADX_HIGH,SHORT,2026-08-10T00:00:00Z,2026-08-10T00:00:00Z,1.3504440414748482,0.5228829724656253,0.7644596121936588,14.070356918654324,-1.4543451315244835,-0.4313455446907658,15.216085938576269,6.455309186062531,17.06045999173699,0.1050147492625368,17.56569094622192
8f5ad51f5d7018d4d5bcf111,20260811T001000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-11T00:10:00Z,True,3.4940664399166765,0.952857984678845,58,20,0.8449997327537492,False,True,2026-08-11T00:48:24.650000Z,3.2484683458134787,RETAIN,"{'ticket': 5243325, 'broker_entry_time_utc': '2026-08-11T00:12:03.529000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4407.75, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4813628, 'exit_time_utc': '2026-08-11T00:48:24.650000Z', 'volume_lots': 0.01, 'exit_price': 4411.0, 'pnl_usd': 3.2484683458134787}]",V57_BREAK_SWING_H4ADX_HIGH,LONG,2026-08-11T00:10:00Z,2026-08-11T00:10:00Z,0.9570129755494762,0.3845833451740788,0.6568692407024636,9.435960463600624,2.294108768928925,5.831865975751032,14.423907028223768,0.0748603914070314,22.42430950344645,0.952857984678845,3.2484683458134787
57b08f5906765a64b5a92a36,20260811T015000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-11T01:50:00Z,True,3.395036341679318,0.9440518256772674,59,20,0.913048941696186,False,True,2026-08-11T02:39:21.778000Z,-13.66643975493533,RETAIN,"{'ticket': 5245856, 'broker_entry_time_utc': '2026-08-11T01:50:16.418000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4427.76, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4816430, 'exit_time_utc': '2026-08-11T02:39:21.778000Z', 'volume_lots': 0.01, 'exit_price': 4414.1, 'pnl_usd': -13.66643975493533}]",V57_BREAK_SWING_H4ADX_HIGH,LONG,2026-08-11T01:50:00Z,2026-08-11T01:50:00Z,1.0351533283470435,1.190877343159703,0.6360270956036002,10.560257933463213,2.966996084281254,8.375163154950707,20.276710796196262,0.1857169494685659,25.324631735968904,0.9440518256772674,-13.66643975493533
adfa8a3f3efbe30259009f87,20260812T001500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-12T00:15:00Z,True,2.4483382124361865,0.8605061801059447,60,20,0.9464563000823484,False,True,2026-08-12T01:47:43.879000Z,17.52484683458135,RETAIN,"{'ticket': 5282821, 'broker_entry_time_utc': '2026-08-12T00:18:11.700000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4376.39, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4853332, 'exit_time_utc': '2026-08-12T01:47:43.879000Z', 'volume_lots': 0.01, 'exit_price': 4393.92, 'pnl_usd': 17.52484683458135}]",V57_BREAK_SWING_H4ADX_HIGH,LONG,2026-08-12T00:15:00Z,2026-08-12T00:15:00Z,1.0299671592775133,0.6246467026907145,0.7241955000953696,2.014831664258113,2.554005579912244,3.152221234325592,-4.293466597173199,12.633166753533498,4.695220283900914,0.8605061801059447,17.52484683458135
8c1da4a90975386c52927842,20260812T025000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-08-12T02:50:00Z,True,1.2407687289146412,0.6441176470588236,61,20,0.885150452206994,False,True,2026-08-12T03:43:33.166000Z,-10.123893805309734,RETAIN,"{'ticket': 5287511, 'broker_entry_time_utc': '2026-08-12T02:56:53.385000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4411.85, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4855516, 'exit_time_utc': '2026-08-12T03:43:33.166000Z', 'volume_lots': 0.01, 'exit_price': 4401.73, 'pnl_usd': -10.123893805309734}]",V57_BREAK_SWING_H4ADX_HIGH,LONG,2026-08-12T02:50:00Z,2026-08-12T02:50:00Z,0.9502193310599676,0.574307902288965,0.7511664526382203,0.0234326186658548,3.5303010210847083,8.320912345842602,-3.969500066304208,6.072404190425761,12.665163771382913,0.6441176470588236,-10.123893805309734
